날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2025-03-19,10:57,지출,생활,편의점,토스페이,-85,KRW,토스뱅크 통장,
2025-03-18,13:42,지출,온라인쇼핑,결제/충전,Alipay Plus,1876,KRW,네이버페이 간편결제(머니),
2025-03-18,12:04,지출,온라인쇼핑,인터넷쇼핑,temu.com,12418,KRW,네이버페이 간편결제(머니),
2025-03-18,12:03,지출,온라인쇼핑,인터넷쇼핑,temu.com,-12418,KRW,네이버페이 간편결제(머니),
2025-03-18,12:03,지출,온라인쇼핑,인터넷쇼핑,temu.com,-12418,KRW,네이버페이 머니,
2025-03-17,17:15,지출,온라인쇼핑,인터넷쇼핑,Temu.com,-19374,KRW,국민행복,
2025-03-17,07:53,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-03-15,18:08,지출,카페/간식,아이스크림/빙수,하드나라 신하점,-500,KRW,네이버페이 간편결제(포인트),
2025-03-14,16:24,지출,온라인쇼핑,인터넷쇼핑,temu.com,-18371,KRW,네이버페이 간편결제(머니),
2025-03-14,16:24,지출,온라인쇼핑,인터넷쇼핑,temu.com,-18371,KRW,네이버페이 머니,
2025-03-13,15:54,지출,뷰티/미용,헤어샵,금비헤어샵,-15000,KRW,네이버페이 간편결제(머니),
2025-03-13,15:54,지출,뷰티/미용,헤어샵,금비헤어샵,-15000,KRW,네이버페이 머니,
2025-03-13,04:29,지출,금융,카드,하나카드_체크,-2850,KRW,네이버페이 머니 하나 통장,
2025-03-11,11:29,지출,문화/여가,스포츠,키오스크_회원제_A,-9000,KRW,네이버페이 간편결제(포인트),
2025-03-11,07:28,지출,온라인쇼핑,결제/충전,Alipay Plus,-14345,KRW,네이버페이 간편결제(머니),
2025-03-10,13:56,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-500,KRW,네이버페이 간편결제(포인트),
2025-03-10,13:32,지출,카페/간식,아이스크림/빙수,해피트리 아이스크림 할인점,-1400,KRW,네이버페이 간편결제(포인트),
2025-03-10,10:43,지출,온라인쇼핑,인터넷쇼핑,삼성03-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-03-09,13:58,지출,카페/간식,아이스크림/빙수,해피트리 아이스크림 할인점,-600,KRW,네이버페이 간편결제(포인트),
2025-03-09,13:39,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-400,KRW,네이버페이 간편결제(포인트),
2025-03-08,16:48,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-400,KRW,네이버페이 간편결제(포인트),
2025-03-05,09:39,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-03-04,10:16,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,7890,KRW,네이버페이 간편결제(머니),
2025-03-04,10:14,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-7890,KRW,네이버페이 간편결제(머니),
2025-03-04,10:14,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-7890,KRW,네이버페이 머니,
2025-03-04,09:56,지출,교통,철도,코레일유통주식회사/,-500,KRW,네이버페이 간편결제(머니),
2025-03-04,09:56,지출,교통,철도,코레일유통주식회사/,-500,KRW,네이버페이 머니,
2025-02-27,16:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-8200,KRW,네이버페이 간편결제(머니),
2025-02-27,16:40,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-8200,KRW,네이버페이 머니,
2025-02-21,12:17,지출,식비,식재료,(주)이스턴웰스본사,-400,KRW,네이버페이 간편결제(포인트),
2025-02-21,12:17,지출,식비,식재료,(주)이스턴웰스본사,-300,KRW,네이버페이 간편결제(포인트),
2025-02-21,12:17,지출,식비,식재료,(주)이스턴웰스본사,-300,KRW,네이버페이 간편결제(포인트),
2025-02-18,15:03,지출,식비,식재료,(주)이스턴웰스본사,-400,KRW,네이버페이 간편결제(머니),
2025-02-17,18:43,지출,의료/건강,약국,용수약국,-8938,KRW,네이버페이 간편결제(머니),
2025-02-17,18:43,지출,의료/건강,약국,용수약국,-2062,KRW,네이버페이 간편결제(포인트),
2025-02-17,15:04,지출,식비,식재료,(주)이스턴웰스본사,-1100,KRW,네이버페이 간편결제(포인트),
2025-02-17,15:04,지출,식비,식재료,(주)이스턴웰스본사,-550,KRW,네이버페이 간편결제(포인트),
2025-02-14,12:22,지출,뷰티/미용,헤어샵,금비헤어샵,-15000,KRW,네이버페이 간편결제(머니),
2025-02-14,12:22,지출,뷰티/미용,헤어샵,금비헤어샵,-15000,KRW,네이버페이 머니,
2025-02-13,19:53,지출,문화/여가,미분류,마스타해외승인출금,-993,KRW,KB종합통장-저축예금,
2025-02-13,11:53,지출,온라인쇼핑,인터넷쇼핑,TAOBAO.COM,0,KRW,KB국민 첵첵 체크카드(RF),
2025-02-13,04:34,지출,금융,카드,하나카드_체크,-1400,KRW,네이버페이 머니 하나 통장,
2025-02-12,20:51,지출,온라인쇼핑,인터넷쇼핑,Aliexpress,-966,KRW,KB국민 첵첵 체크카드(RF),
2025-02-11,14:18,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-11023,KRW,네이버페이 간편결제(머니),
2025-02-11,14:18,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-11023,KRW,네이버페이 머니,
2025-02-10,15:19,지출,온라인쇼핑,인터넷쇼핑,Aliexpress,-818,KRW,KB국민 첵첵 체크카드(RF),
2025-02-10,10:14,지출,온라인쇼핑,인터넷쇼핑,삼성02-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-02-09,19:05,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-13000,KRW,네이버페이 간편결제(머니),
2025-02-09,19:05,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-13000,KRW,네이버페이 머니,
2025-02-08,23:32,지출,금융,세금/과태료,토스인컴,-2100,KRW,토스 간편결제,
2025-02-08,21:48,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,네이버페이 머니 하나 체크카드,
2025-02-08,18:41,지출,교통,대중교통,티머니 지하철,-1400,KRW,네이버페이 머니 하나 체크카드,
2025-02-04,12:04,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-7890,KRW,네이버페이 간편결제(머니),
2025-02-04,12:04,지출,온라인쇼핑,인터넷쇼핑,쿠팡 주식회사,-7890,KRW,네이버페이 머니,
2025-02-03,09:34,지출,금융,세금/과태료,갤럭시아머,-5220,KRW,네이버페이 머니 하나 통장,
2025-02-02,12:27,지출,식비,식재료,(주)이스턴웰스본사,-300,KRW,네이버페이 간편결제(머니),
2025-02-02,12:27,지출,식비,식재료,(주)이스턴웰스본사,-400,KRW,네이버페이 간편결제(머니),
2025-01-22,19:09,지출,생활,마트,노브랜드 스타필드수원점,-2880,KRW,네이버페이 간편결제(머니),
2025-01-20,18:40,지출,의료/건강,약국,용수약국,-1100,KRW,네이버페이 간편결제(머니),
2025-01-20,18:40,지출,의료/건강,약국,용수약국,-4900,KRW,네이버페이 간편결제(포인트),
